"","Sender_account","Receiver_account","Sender_bank_location","Receiver_bank_location","Is_laundering"
"5602303",1695584314,1894562825,"UK","Austria",1
"5602579",5908578115,4497771501,"India","Nigeria",1
"5603076",6596655355,3310691596,"UK","UK",1
"5603483",1107016417,8352414724,"UK","UK",1
"5603828",658199328,9509433727,"UK","Switzerland",1
"5604134",2690453355,6101090092,"UK","UK",1
"5604991",1019756699,4689351304,"Mexico","UK",1
"5605387",6491262919,4523354520,"UK","UK",1
"5606298",1676923232,1665774528,"UK","UK",1
"5606960",9016627815,4331123718,"UK","UK",1
"5607394",8950469456,7021684919,"UK","India",1
"5607627",7356279262,3458503586,"UK","UK",1
"5608166",6700207226,8129574305,"UK","UK",1
"5609004",3682025092,720043624,"UK","UK",1
"5609037",4977123092,1370601568,"UK","Albania",1
"5612109",2140671814,8558866681,"UK","UK",1
"5613248",3719446634,1933989778,"UK","Netherlands",1
"5616062",7806237430,9381002187,"UK","UK",1
"5617652",4766664046,62642730,"UK","UK",1
"5618247",7751897958,4344244332,"UK","UK",1
"5620465",177691093,1594196487,"UK","Nigeria",1
"5621154",6733862536,8379323048,"UK","Albania",1
"5622534",3207479262,9517922369,"UK","UK",1
"5622922",9016627815,4331123718,"UK","UK",1
"5623260",3215318479,6855482173,"UK","UK",1
"5623365",6700207226,8129574305,"UK","UK",1
"5624261",3566947462,3650384689,"UK","UK",1
"5624762",2529427404,4344244332,"UK","UK",1
"5625223",5915028518,5265940700,"UK","Japan",1
"5625474",8159507002,56741696,"UK","UK",1
"5626410",6273437658,5634715062,"UK","UK",1
"5627267",3808007453,6844529387,"UK","UK",1
"5627373",720043624,7771454558,"UK","UK",1
"5628323",2851253622,9206906605,"UK","UK",1
"5628604",8662993319,4523354520,"UK","UK",1
"5630207",5004625051,4354586272,"UK","UK",1
"5630646",2690453355,6101090092,"UK","UK",1
"5632416",3177801471,3062645467,"UK","UK",1
"5633299",768639171,1665774528,"Albania","UK",1
"5633335",7394937898,1652013105,"UK","UK",1
"5633935",4475887406,5591809782,"UK","UK",1
"5634050",2875874575,4514721865,"UK","Albania",1
"5634053",9593855252,6582275961,"UK","UK",1
"5634203",6099592170,5201185567,"UK","UK",1
"5634445",5045265825,1607588985,"UK","Nigeria",1
"5634878",5634715062,5745471222,"UK","Morocco",1
"5635307",6916860201,4102410205,"Austria","UK",1
"5635519",9593855252,6582275961,"UK","UK",1
"5635529",2194796284,115683040,"UK","UK",1
"5635617",448096122,2488975421,"UK","UK",1
"5635847",4848642421,4497771501,"UK","Nigeria",1
"5638297",4210302841,3458503586,"UK","UK",1
"5639414",2488893433,57359957,"UK","UK",1
"5639538",5004625051,4354586272,"UK","UK",1
"5639609",115683040,7440577916,"UK","UK",1
"5639625",8185097615,4306436131,"UK","UK",1
"5640031",7930003813,1499913828,"UK","UK",1
"5640259",4527292198,9813440508,"UK","UK",1
"5640275",4781791357,9696157978,"Spain","UK",1
"5641432",8950469456,7272618482,"UK","UK",1
"5643176",5854962371,2487415444,"UK","UK",1
"5643664",844688810,4842815058,"UK","UK",1
"5643812",4594125641,4485073122,"UK","Pakistan",1
"5643887",1831389420,1665774528,"UK","UK",1
"5645374",1695584314,7465248966,"UK","Turkey",1
"5645997",4303547366,1933989778,"UK","Netherlands",1
"5650164",6006732709,7005828797,"UK","Netherlands",1
"5650196",1837112912,5045265825,"UK","UK",1
"5652265",6408343900,1214053202,"UK","UK",1
"5652515",3305999817,3310691596,"UK","UK",1
"5653648",5817384757,5201185567,"UK","UK",1
"5653798",844688810,4432361650,"UK","UK",1
"5655560",8159507002,5200027200,"UK","UK",1
"5655588",2714754327,1892746597,"UK","Austria",1
"5656672",4594125641,2577615063,"UK","Nigeria",1
"5657028",9813440508,4995695855,"UK","Turkey",1
"5657612",2836869610,6105087260,"UK","Mexico",1
"5658204",6006732709,441724414,"UK","Japan",1
"5659517",7655564286,4523354520,"UK","UK",1
"5660029",3177801471,3062645467,"UK","UK",1
"5660767",8159507002,7384790365,"UK","UK",1
"5661156",8212143227,1665774528,"UK","UK",1
"5661516",391301170,2692464045,"UK","UK",1
"5662929",9178187067,4886181407,"UK","UK",1
"5664143",5903797995,8379323048,"UK","Albania",1
"5664367",2458536350,6844529387,"UK","UK",1
"5664394",356986817,5348476278,"UK","UK",1
"5664440",6023906008,161356780,"UK","UK",1
"5666071",9102551515,4344244332,"UK","UK",1
"5666282",1926198149,4497771501,"UK","Nigeria",1
"5666408",4260587328,2487415444,"UK","UK",1
"5666959",3663971350,3767506379,"India","France",1
"5667730",7315406026,2248766608,"UK","UK",1
"5669041",7806237430,355259399,"UK","UK",1
"5669673",9593855252,6582275961,"UK","UK",1
"5669924",177691093,1594196487,"UK","Nigeria",1
"5670043",2554861112,8558866681,"UK","UK",1
"5670729",2134917888,4886181407,"UK","UK",1
"5670884",9593855252,6582275961,"UK","UK",1
"5671445",1374242794,3180939545,"UK","UK",1
"5672355",4914126556,1646782694,"UK","Italy",1
"5672523",8194857383,3770025609,"UK","UK",1
"5675032",8613855806,7146043409,"Turkey","Nigeria",1
"5675302",962153227,9696157978,"UK","UK",1
"5675451",6319296662,3458503586,"UK","UK",1
"5676468",6494010657,1652013105,"UK","UK",1
"5676479",1695584314,4358658724,"UK","Pakistan",1
"5676689",2942815620,9059868681,"UK","UK",1
"5677069",6350262919,3302018051,"UK","UK",1
"5677489",8352414724,7802672393,"UK","Albania",1
"5677520",6931240373,5218803866,"UK","Italy",1
"5679482",7306182537,4449986934,"UK","UK",1
"5680126",8654635509,5348476278,"Nigeria","UK",1
"5680517",6223365730,4254692388,"UK","UK",1
"5680528",9593855252,6582275961,"UK","UK",1
"5681013",1865451606,9739172261,"UK","Morocco",1
"5681105",8064859594,3310691596,"UK","UK",1
"5681506",8159507002,8643912773,"UK","UK",1
"5682181",2710740271,3546293157,"UK","UK",1
"5682564",9430804295,1298711445,"UK","UK",1
"5683561",3260828149,6844529387,"UK","UK",1
"5684242",6408343900,8839064746,"UK","Austria",1
"5684601",4914126556,2814404898,"UK","UK",1
"5685893",7147448786,5557620276,"UK","UK",1
"5686536",6278959705,5809699944,"UK","UK",1
"5686580",6006732709,4409012138,"UK","Netherlands",1
"5687526",7268388687,5218803866,"UK","Italy",1
"5690985",4766664046,2438332137,"UK","UK",1
"5691484",1695584314,7246447018,"UK","UAE",1
"5692664",8831087529,1933989778,"UK","Netherlands",1
"5692859",4038672061,3770025609,"UK","UK",1
"5694265",1327034970,1652013105,"UK","UK",1
"5694966",9597151197,4523354520,"Netherlands","UK",1
"5695135",4320206650,4344244332,"UK","UK",1
"5696625",513161146,6648904622,"Morocco","UK",1
"5697051",1083896690,3838255034,"UK","UK",1
"5697087",4914126556,4705884505,"UK","UK",1
"5697188",1423860770,3458503586,"UK","UK",1
"5697211",3564465602,8379323048,"UK","Albania",1
"5697282",6425575332,1614632149,"UK","Spain",1
"5698756",7280743257,4174410878,"UK","Pakistan",1
"5699002",177691093,1594196487,"UK","Nigeria",1
"5699691",658199328,5766474738,"UK","UK",1
"5700089",4594125641,6945356068,"UK","Nigeria",1
"5700560",6645379496,9696157978,"Mexico","UK",1
"5702007",4461141678,461009194,"UK","UK",1
"5702528",8950469456,7201819111,"UK","Pakistan",1
"5702581",3001111475,2064726212,"UK","Turkey",1
"5703475",5843405637,2248766608,"UK","UK",1
"5703528",4594125641,8775690702,"UK","UAE",1
"5704132",1687790937,8558866681,"UK","UK",1
"5704519",4594125641,7825854391,"UK","Pakistan",1
"5705419",4036718368,5201185567,"UK","UK",1
"5706627",9593855252,6582275961,"UK","UK",1
"5706697",7771454558,8143659093,"UK","UK",1
"5706868",2387940057,4497771501,"Turkey","Nigeria",1
"5706871",6023906008,9381002187,"UK","UK",1
"5708714",9798673706,3458503586,"UK","UK",1
"5708748",9987348897,7272618482,"UK","UK",1
"5708784",9593855252,6582275961,"UK","UK",1
"5709919",7782542521,1712962258,"UK","UK",1
"5710543",9593855252,6582275961,"UK","UK",1
"5711514",3180939545,6964771086,"UK","Mexico",1
"5712093",6700207226,8129574305,"UK","UK",1
"5712771",8192587178,3364995307,"UK","India",1
"5712852",8069810316,6911950983,"UK","UK",1
"5712922",8782821791,6531913826,"UK","UK",1
"5713319",2851253622,9206906605,"UK","UK",1
"5713861",4475887406,5591809782,"UK","UK",1
"5713884",2211408990,1712962258,"UK","UK",1
"5715310",1865451606,9739172261,"UK","Morocco",1
"5715716",3993684854,1614632149,"UK","Spain",1
"5715825",9016627815,4331123718,"UK","UK",1
"5716233",4998983351,6985374793,"UK","UK",1
"5716290",177691093,1594196487,"UK","Nigeria",1
"5717823",5004625051,4354586272,"UK","UK",1
"5719068",2170654464,6424834252,"UK","UK",1
"5719537",9016627815,4331123718,"UK","UK",1
"5719817",3990369592,3546293157,"UK","UK",1
"5721663",5733991821,2846020437,"UK","UK",1
"5722440",6023906008,6991702788,"UK","UK",1
"5724476",658199328,7409764494,"UK","UK",1
"5724955",5247938335,5218803866,"UK","Italy",1
"5725637",9058735057,3770025609,"UK","UK",1
"5725667",9952605292,1652013105,"UK","UK",1
"5727430",3105960888,2248766608,"UK","UK",1
"5727697",2488893433,57359957,"UK","UK",1
"5727786",2341433015,6844529387,"UK","UK",1
"5728333",8185097615,4306436131,"UK","UK",1
"5729029",5556338544,6355082331,"UK","UK",1
"5729549",5876803062,5348476278,"UK","UK",1
"5731965",6663547926,8558866681,"UK","UK",1
"5731979",6023906008,5877271699,"UK","UK",1
"5733006",2914683579,2487415444,"UK","UK",1
"5733277",4723587645,3772299461,"UK","UK",1
"5733497",4766664046,2787892067,"UK","UAE",1
"5733709",7147448786,5557620276,"UK","UK",1
"5735744",849635707,6355082331,"UK","UK",1
"5737284",4059701289,2166563883,"UK","UK",1
"5739126",461009194,1842402923,"UK","Nigeria",1
"5741704",177691093,1594196487,"UK","Nigeria",1
"5742518",5004625051,4354586272,"UK","UK",1
"5742531",2630898888,1652013105,"UK","UK",1
"5742653",7864261208,6424834252,"UK","UK",1
"5742906",5191532037,6158387752,"UK","UK",1
"5743201",448096122,1892746597,"UK","Austria",1
"5744255",871408030,6355082331,"UK","UK",1
"5744375",7892995923,5218803866,"UK","Italy",1
"5744566",1695584314,757468290,"UK","Nigeria",1
"5744844",8143659093,3445859168,"UK","UK",1
"5744927",7259067410,8588054322,"UK","UK",1
"5745886",4475887406,5591809782,"UK","UK",1
"5746662",8958207582,4465839311,"UK","UK",1
"5746946",9401291265,1614632149,"UK","Spain",1
"5748956",8185097615,4306436131,"UK","UK",1
"5750036",3584277579,5105550854,"UK","UK",1
"5750618",5733991821,2846020437,"UK","UK",1
"5751466",1614084460,6985374793,"UK","UK",1
"5751613",2173877430,5850126964,"UK","UK",1
"5752008",8153546944,4523354520,"UK","UK",1
"5752271",9231050134,5421625034,"UK","UK",1
"5752749",1865451606,9739172261,"UK","Morocco",1
"5753061",7147448786,5557620276,"UK","UK",1
"5753705",6408343900,9865785067,"UK","Nigeria",1
"5753719",8536900653,3458503586,"Turkey","UK",1
"5754058",2851253622,9206906605,"UK","UK",1
"5754855",8185097615,4306436131,"UK","UK",1
"5755016",1947813076,6909809093,"UK","Netherlands",1
"5756226",2170654464,1614632149,"UK","Spain",1
"5757117",6700207226,8129574305,"UK","UK",1
"5757255",4766664046,4565902398,"UK","UK",1
"5757467",626721844,3770025609,"UK","UK",1
"5759076",6408343900,2940605557,"UK","UK",1
"5759118",5244155804,1614632149,"UK","Spain",1
"5759574",1995427169,6844529387,"UK","UK",1
"5760177",2488893433,57359957,"UK","UK",1
"5760238",2789079287,7146043409,"UK","Nigeria",1
"5760984",5413318963,5201185567,"Switzerland","UK",1
"5761565",1188487645,6355082331,"UK","UK",1
"5761995",5633649653,7836370620,"UK","UK",1
"5761999",2671243863,3546293157,"UK","UK",1
"5762081",3310526964,6662756893,"UK","UK",1
"5762510",4914126556,5973078538,"UK","UK",1
"5763124",2166563883,526129915,"UK","Mexico",1
"5763796",6006732709,2367225540,"UK","Mexico",1
"5764419",6661602018,5218803866,"UK","Italy",1
"5764885",7166009903,2423651976,"UK","Spain",1
"5765037",7306182537,4449986934,"UK","UK",1
"5765073",876248807,2248766608,"UK","UK",1
"5768589",6652002274,8379323048,"UK","Albania",1
"5770779",4914126556,9062304907,"UK","UK",1
"5770848",6278959705,9509433727,"UK","Switzerland",1
"5770906",6329646233,4186147934,"UK","UK",1
"5770966",7500058106,7146043409,"Albania","Nigeria",1
"5772349",4690949063,5348476278,"UK","UK",1
"5772513",7259067410,8588054322,"UK","UK",1
"5773289",7637120712,9696157978,"UK","UK",1
"5773577",8958207582,4465839311,"UK","UK",1
"5773993",8958207582,4465839311,"UK","UK",1
"5775990",4475887406,5591809782,"UK","UK",1
"5776018",4594125641,5509466859,"UK","Nigeria",1
"5777006",8294091659,6158387752,"UK","UK",1
"5777651",7529455857,6355082331,"UK","UK",1
"5777692",6329646233,2064726212,"UK","Turkey",1
"5778310",7528662433,5850126964,"UK","UK",1
"5780162",6700207226,8129574305,"UK","UK",1
"5780544",2851253622,9206906605,"UK","UK",1
"5780721",2488893433,57359957,"UK","UK",1
"5782147",6425575332,6424834252,"UK","UK",1
"5782396",655724979,6985374793,"UK","UK",1
"5782777",3566947462,3650384689,"UK","UK",1
"5784320",1442365125,9633652045,"UK","UK",1
"5785587",5733991821,2846020437,"UK","UK",1
"5785737",8192587178,524076974,"UK","France",1
"5785975",8185097615,4306436131,"UK","UK",1
"5786431",1656413334,8379323048,"UK","Albania",1
"5786716",6006732709,5317451855,"UK","Netherlands",1
"5787559",448096122,8102603213,"UK","UK",1
"5787675",6606748866,3770025609,"UK","UK",1
"5787874",1442365125,4339922301,"UK","UK",1
"5788552",8950469456,9809737375,"UK","UK",1
"5789709",4720511662,3458503586,"UK","UK",1
"5789982",7503307110,6909809093,"UK","Netherlands",1
"5790327",8069810316,6911950983,"UK","UK",1
"5792401",6408343900,9460558116,"UK","UK",1
"5793946",3476506914,5028929672,"UK","Morocco",1
"5794733",7147448786,5557620276,"UK","UK",1
"5795367",7701386148,4523354520,"UK","UK",1
"5796727",2763150067,5218803866,"UK","Italy",1
"5796731",3992050781,2248766608,"UK","UK",1
"5797651",1177116302,2893692285,"UK","UK",1
"5799380",4989175563,1265983749,"UK","UK",1
"5799390",36141463,3546293157,"UK","UK",1
"5799398",1865451606,9739172261,"UK","Morocco",1
"5799551",3001111475,8721953987,"UK","UK",1
"5800383",6278959705,7409764494,"UK","UK",1
"5800704",6023906008,8626432391,"UK","UAE",1
"5801675",8848140810,8090109103,"UK","Turkey",1
"5802745",7306182537,4449986934,"UK","UK",1
"5803104",3310691596,681905743,"UK","UK",1
"5803362",8958207582,4465839311,"UK","UK",1
"5803396",2004433386,3458503586,"UK","UK",1
"5803493",6050582972,8848140810,"UK","UK",1
"5803955",3001111475,4186147934,"UK","UK",1
"5804327",8192587178,3545371943,"UK","Italy",1
"5804410",4415064236,6985374793,"UK","UK",1
"5804641",4914126556,437335251,"UK","UK",1
"5806005",7259067410,8588054322,"UK","UK",1
"5806043",7060675602,8379323048,"Albania","Albania",1
"5806992",1213024235,6493568658,"UK","UK",1
"5807847",3197319996,3546293157,"Nigeria","UK",1
"5808393",2851253622,9206906605,"UK","UK",1
"5811167",4475887406,5591809782,"UK","UK",1
"5812004",1865451606,9739172261,"UK","Morocco",1
"5812643",2851253622,9206906605,"UK","UK",1
"5812931",9987348897,7201819111,"UK","Pakistan",1
"5812944",6329646233,8721953987,"UK","UK",1
"5814914",6964466154,2343180818,"UK","Germany",1
"5815039",8127942419,3770025609,"UK","UK",1
"5815491",7806237430,8626432391,"UK","UAE",1
"5816552",6700207226,8129574305,"UK","UK",1
"5817237",4318546244,3512303055,"UK","UK",1
"5817261",6006732709,985992196,"UK","UK",1
"5817489",5733991821,2846020437,"UK","UK",1
"5819157",8185097615,4306436131,"UK","UK",1
"5819805",3566947462,3650384689,"UK","UK",1
"5820402",7166009903,1835853264,"UK","UK",1
"5820629",8504750861,5348476278,"UK","UK",1
"5821240",8069810316,6911950983,"UK","UK",1
"5821538",658199328,5809699944,"UK","UK",1
"5821600",9594404992,4886181407,"UK","UK",1
"5821629",9426268396,593021726,"India","Albania",1
"5822906",2007989516,5218803866,"UK","Italy",1
"5822935",2411319507,2248766608,"UK","UK",1
"5823792",8958207582,4465839311,"UK","UK",1
"5824320",6133977600,8558866681,"UK","UK",1
"5824418",3748489503,7174568519,"UK","Italy",1
"5824870",6244920247,8848140810,"UK","UK",1
"5826190",3310526964,9590109529,"UK","UK",1
"5826280",8432156451,9696157978,"UK","UK",1
"5827289",6408343900,5374106282,"UK","UK",1
"5830101",3001111475,1493546122,"UK","UK",1
"5830504",5142564437,4886181407,"UK","UK",1
"5830547",9401291265,6424834252,"UK","UK",1
"5833687",6326118437,5218803866,"UK","Italy",1
"5834473",7147448786,5557620276,"UK","UK",1
"5834627",8633673763,6909809093,"UK","Netherlands",1
"5835106",6278959705,4500524571,"UK","UK",1
"5836339",6329646233,3138675290,"UK","UK",1
"5836464",1013784133,3770025609,"UK","UK",1
"5836556",8069810316,6911950983,"UK","UK",1
"5837587",8958207582,4465839311,"UK","UK",1
"5837821",8958207582,4465839311,"UK","UK",1
"5839217",1947813076,5850126964,"UK","UK",1
"5840326",8185097615,4306436131,"UK","UK",1
"5840384",6329646233,1493546122,"UK","UK",1
"5844957",6278959705,4310746835,"UK","UK",1
"5845510",7259067410,8588054322,"UK","UK",1
"5847033",2851253622,9206906605,"UK","UK",1
"5847990",6700207226,8129574305,"UK","UK",1
"5848488",614353023,3321355142,"UK","UK",1
"5848533",2851253622,9206906605,"UK","UK",1
"5849092",6329646233,2549931689,"UK","UK",1
"5849114",8133027220,9696157978,"UK","UK",1
"5849997",5733991821,2846020437,"UK","UK",1
"5852825",9344920086,6985374793,"UK","UK",1
"5854432",4074396644,3321355142,"Mexico","UK",1
"5854597",6408343900,6603619880,"UK","UK",1
"5856449",6933388374,593021726,"Morocco","Albania",1
"5857265",5496292666,3546293157,"UK","UK",1
"5857340",9987348897,9613828007,"UK","India",1
"5857919",6376442489,6909809093,"UK","Netherlands",1
"5858065",7306182537,4449986934,"UK","UK",1
"5858307",4131645552,3770025609,"Nigeria","UK",1
"5858462",7547290671,5348476278,"UK","UK",1
"5858656",1585964587,8558866681,"UK","UK",1
"5859778",2714754327,2488975421,"UK","UK",1
"5860490",1442365125,2702774533,"UK","UK",1
"5862064",3476506914,2987424059,"UK","Morocco",1
"5862247",7147448786,5557620276,"UK","UK",1
"5867751",8958207582,4465839311,"UK","UK",1
"5867949",5080495658,3546293157,"UK","UK",1
"5868520",8192587178,211896846,"UK","Austria",1
"5869223",3993684854,6424834252,"UK","UK",1
"5870243",3650727829,5218803866,"Switzerland","Italy",1
"5871676",575308484,6766509105,"UK","UK",1
"5872060",8958207582,4465839311,"UK","UK",1
"5872362",3278861453,1614632149,"UK","Spain",1
"5875465",4443772105,6766509105,"UK","UK",1
"5876192",2676603542,1829466835,"UK","UK",1
"5876347",1695584314,5337149030,"UK","Austria",1
"5876804",9765335097,593021726,"UK","Albania",1
"5881272",866033215,9696157978,"UK","UK",1
"5882037",7259067410,8588054322,"UK","UK",1
"5882744",1460656989,2248766608,"UK","UK",1
"5884307",1526040314,3770025609,"UK","UK",1
"5886602",2843598732,5348476278,"UK","UK",1
"5887528",8848140810,1985079759,"UK","UK",1
"5887644",6747388020,8558866681,"UK","UK",1
"5887841",7503307110,3512303055,"UK","UK",1
"5889324",9278506258,6909809093,"UK","Netherlands",1
"5891044",6136947275,3321355142,"UK","UK",1
"5891417",9207253495,1614632149,"UK","Spain",1
"5891772",3476506914,7503445218,"UK","Austria",1
"5892976",34030757,6158387752,"UK","UK",1
"5893867",3310691596,4781923448,"UK","Italy",1
"5894592",6679374353,6766509105,"UK","UK",1
"5895841",9423040888,4450891273,"UK","UK",1
"5897406",8192587178,2845506016,"UK","Switzerland",1
"5901096",6262957818,9161099388,"UK","UK",1
"5901144",3001111475,3138675290,"UK","UK",1
"5901211",437335251,5433582130,"UK","UK",1
"5901850",5244155804,1712962258,"UK","UK",1
"5903467",1999938208,2248766608,"UK","UK",1
"5905921",7806237430,6991702788,"UK","UK",1
"5906041",2123691670,3321355142,"UK","UK",1
"5906552",3310691596,3169857053,"UK","UK",1
"5906566",3001111475,2549931689,"UK","UK",1
"5906950",8633673763,7353952706,"UK","UK",1
"5907783",4869900323,6985374793,"UK","UK",1
"5910123",2173877430,4989405849,"UK","UK",1
"5910572",3476506914,4722737363,"UK","Nigeria",1
"5910957",1213024235,9060155715,"UK","UK",1
"5912320",2954683680,5348476278,"UK","UK",1
"5912335",9987348897,9809737375,"UK","UK",1
"5913008",4570292213,5218803866,"UK","Italy",1
"5915135",6921482862,6766509105,"UK","UK",1
"5915170",3476506914,2927389818,"UK","Austria",1
"5915971",8192587178,3890187198,"UK","France",1
"5916736",492779814,9692531941,"UK","Austria",1
"5917444",8192587178,9581452838,"UK","Germany",1
"5919125",8069810316,6911950983,"UK","UK",1
"5919817",3670250519,6158387752,"UK","UK",1
"5924556",1874802060,7897192670,"UK","UK",1
"5924989",7665077720,4886181407,"UK","UK",1
"5925775",2714754327,8102603213,"UK","UK",1
"5926733",1265983749,6871866817,"UK","Morocco",1
"5927881",2896677429,6355082331,"UK","UK",1
"5929075",5170971349,2248766608,"UK","UK",1
"5929252",2489394223,3288010973,"UK","Morocco",1
"5930602",6023906008,355259399,"UK","UK",1
"5931140",5733991821,2846020437,"UK","UK",1
"5935806",786982943,1651325879,"UK","UK",1
"5936255",3968035210,5348476278,"UK","UK",1
"5936538",2010718939,6158387752,"UK","UK",1
"5936950",6567611067,5850126964,"UK","UK",1
"5937495",7559968653,6158387752,"UK","UK",1
"5937708",4290390725,3321355142,"UK","UK",1
"5939000",4355188111,6985374793,"UK","UK",1
"5939034",9423040888,4901812822,"UK","UK",1
"5943965",2419494381,1321198619,"UK","UK",1
"5944179",3767506379,593021726,"France","Albania",1
"5945106",1265983749,6187360993,"UK","UK",1
"5946871",1786832968,7283452090,"UK","UK",1
"5948353",7806237430,5877271699,"UK","UK",1
"5949458",1186472897,6766509105,"UK","UK",1
"5952534",2489394223,561190009,"UK","UK",1
"5954269",3360680583,5030100545,"UK","UK",1
"5958206",9310124458,6355082331,"UK","UK",1
"5958843",7806237430,161356780,"UK","UK",1
"5963243",3259611168,2346864590,"UK","UK",1
"5965470",519132142,946935829,"UK","Nigeria",1
"5965841",5733991821,2846020437,"UK","UK",1
"5967819",1104543484,6158387752,"UK","UK",1
"5967861",6365875388,6158387752,"UK","UK",1
"5968046",7283452090,5349991610,"UK","India",1
"5968120",9423040888,9161099388,"UK","UK",1
"5971623",4808614002,3607929053,"UK","Italy",1
"5972955",3748489503,2815397722,"UK","Netherlands",1
"5974595",7733677867,519132142,"UK","UK",1
"5974812",9692531941,9207248098,"Austria","UK",1
"5974836",3476506914,3544351310,"UK","Pakistan",1
"5975991",3476506914,9663521959,"UK","Pakistan",1
"5976228",3748489503,7749022899,"UK","UK",1
"5977553",1348430171,6985374793,"UK","UK",1
"5978790",2489394223,1078472608,"UK","UK",1
"5980837",5733991821,2846020437,"UK","UK",1
"5980979",7795606006,6493568658,"UK","UK",1
"5982167",9992526432,9254521765,"UK","UK",1
"5983561",9378170816,6985374793,"UK","UK",1
"5983950",7325309048,6355082331,"UK","UK",1
"5986363",6567611067,7353952706,"UK","UK",1
"5986861",7795606006,9060155715,"UK","UK",1
"5989284",6586900632,6855864868,"UK","UK",1
"5989503",1712962258,4915289851,"UK","UK",1
"5989809",9177243640,511579720,"UK","UK",1
"5989874",4468415510,3255766522,"UK","Morocco",1
"5990518",7528662433,3512303055,"UK","UK",1
"5993482",3310691596,8187578488,"UK","Italy",1
"5993824",3138675290,8732007401,"UK","UK",1
"5993942",4022871936,4339850439,"UK","UK",1
"5995063",1442365125,1437921699,"UK","Turkey",1
"5997453",1731400786,3839796955,"UK","UK",1
"5998024",4086216401,8055925195,"UK","UK",1
"5998335",1010727016,6355082331,"Austria","UK",1
"5999521",9207248098,90861892,"UK","India",1
"6001530",1321198619,2424097180,"UK","UK",1
"6002221",3748489503,3507109137,"UK","India",1
"6002341",9254521765,4320317281,"UK","UK",1
"6003564",1651325879,1027955900,"UK","Austria",1
"6006832",3748489503,8910966880,"UK","UAE",1
"6006908",1493546122,7344294482,"UK","UK",1
"6007676",2488975421,731675597,"UK","UK",1
"6009121",6855864868,768344399,"UK","UAE",1
"6010691",4808614002,1047011524,"UK","UK",1
"6012227",9062304907,5433582130,"UK","UK",1
"6012974",5030100545,5695220816,"UK","Nigeria",1
"6015804",4186147934,8732007401,"UK","UK",1
"6017423",8378879444,6985374793,"Austria","UK",1
"6019718",2489394223,5248673214,"UK","Mexico",1
"6020588",2346864590,862432921,"UK","UK",1
"6024350",2662789145,3321355142,"UK","UK",1
"6025739",8321009171,511579720,"UK","UK",1
"6026044",3839796955,5522077599,"UK","UK",1
"6026808",5520221039,2308553033,"UK","UK",1
"6027639",1646782694,5433582130,"Italy","UK",1
"6027719",4808614002,7001277576,"UK","UK",1
"6027928",90861892,3019514603,"India","UK",1
"6033216",2040576414,852830669,"UK","UK",1
"6036278",9423040888,7848941743,"UK","UK",1
"6037664",1265983749,4337913115,"UK","UK",1
"6041021",8104185827,1328214437,"UK","Austria",1
"6041023",3748489503,3927580150,"UK","Spain",1
"6041978",4339554565,8104185827,"UK","UK",1
"6043813",2040576414,1524958007,"UK","India",1
"6044267",3687740145,6766509105,"UK","UK",1
"6048235",546049908,9866304494,"Switzerland","Pakistan",1
"6049292",7988893532,9866304494,"Pakistan","Pakistan",1
"6050042",8055925195,4052521910,"UK","UK",1
"6050814",2040576414,4592762582,"UK","UK",1
"6052464",2914294752,3090522838,"UK","Austria",1
"6053469",546049908,7282954374,"Switzerland","UK",1
"6058730",6570150734,6766509105,"UK","UK",1
"6058948",3748489503,8515810062,"UK","Italy",1
"6063931",9971800100,3321355142,"UK","UK",1
"6068284",3748489503,1535004321,"UK","Mexico",1
"6068762",3290862047,6158387752,"UAE","UK",1
"6069065",2576673846,6766509105,"UK","UK",1
"6069282",7646394034,6402378728,"UK","UK",1
"6070690",7056523675,476800554,"UK","UK",1
"6071284",9121404520,2914294752,"UK","UK",1
"6072109",8521414131,6158387752,"UK","UK",1
"6072482",3019514603,9741943661,"UK","UK",1
"6074668",9208726732,1813079910,"UK","UK",1
"6074915",4680928443,7263384547,"UK","UK",1
"6080388",2040576414,6311642689,"UK","UK",1
"6081430",9858304544,1874802060,"UK","UK",1
"6082875",2040576414,5056849759,"UK","Nigeria",1
"6086024",6891751690,511579720,"UK","UK",1
"6086354",3748489503,143779616,"UK","Germany",1
"6088019",3138675290,7344294482,"UK","UK",1
"6089756",9741943661,4712340667,"UK","UK",1
"6089838",1164078562,511579720,"UK","UK",1
"6090060",4808614002,7575112803,"UK","UK",1
"6090543",9851282487,5105683193,"UK","UK",1
"6092727",2489394223,1176070806,"UK","Mexico",1
"6093248",4808614002,5205484487,"UK","Netherlands",1
"6094470",7263384547,2256329918,"UK","Nigeria",1
"6095018",3513409608,6766509105,"UK","UK",1
"6101356",476800554,5628963770,"UK","Mexico",1
"6104450",8060121943,2511528618,"UK","Austria",1
"6106248",2489394223,2929332264,"UK","Netherlands",1
"6110091",6127062189,2420393246,"UK","UK",1
"6111761",7063484703,6921996401,"UK","UK",1
"6112536",7646394034,3708144113,"UK","UK",1
"6116738",2420393246,9469564350,"UK","UK",1
"6117067",9231050134,3127879600,"UK","Mexico",1
"6117907",3675460776,8060121943,"UK","UK",1
"6118707",4712340667,5672703124,"UK","UK",1
"6121317",1271386325,4075502425,"UK","Spain",1
"6123330",2814404898,5433582130,"UK","UK",1
"6125028",4808614002,3457283940,"UK","UAE",1
